Rank	Feature	Informazione Mutua
2161	imports_1597	0.000000
2162	imports_1600	0.000000
2163	imports_1602	0.000000
2164	imports_1608	0.000000
2165	imports_1619	0.000000
2166	imports_1623	0.000000
2167	imports_1625	0.000000
2168	imports_1633	0.000000
2169	imports_1634	0.000000
2170	imports_1638	0.000000
2171	imports_1648	0.000000
2172	imports_1649	0.000000
2173	imports_1652	0.000000
2174	imports_1658	0.000000
2175	imports_1659	0.000000
2176	imports_1691	0.000000
2177	imports_1693	0.000000
2178	imports_1695	0.000000
2179	imports_1698	0.000000
2180	imports_1713	0.000000
2181	imports_1714	0.000000
2182	imports_1718	0.000000
2183	imports_1726	0.000000
2184	imports_1727	0.000000
2185	imports_1731	0.000000
2186	imports_1735	0.000000
2187	imports_1737	0.000000
2188	imports_1742	0.000000
2189	imports_1743	0.000000
2190	imports_1745	0.000000
2191	imports_1748	0.000000
2192	imports_1752	0.000000
2193	imports_1753	0.000000
2194	imports_1755	0.000000
2195	imports_1756	0.000000
2196	imports_1760	0.000000
2197	imports_1766	0.000000
2198	imports_1770	0.000000
2199	imports_1784	0.000000
2200	imports_1787	0.000000
2201	imports_1788	0.000000
2202	imports_1791	0.000000
2203	imports_1799	0.000000
2204	imports_1802	0.000000
2205	imports_1806	0.000000
2206	imports_1808	0.000000
2207	imports_1820	0.000000
2208	imports_1821	0.000000
2209	imports_1830	0.000000
2210	imports_1833	0.000000
2211	imports_1836	0.000000
2212	imports_1839	0.000000
2213	imports_1846	0.000000
2214	imports_1853	0.000000
2215	imports_1856	0.000000
2216	imports_1867	0.000000
2217	imports_1869	0.000000
2218	imports_1871	0.000000
2219	imports_1875	0.000000
2220	imports_1881	0.000000
2221	imports_1886	0.000000
2222	imports_1887	0.000000
2223	imports_1892	0.000000
2224	imports_1897	0.000000
2225	imports_1901	0.000000
2226	imports_1906	0.000000
2227	imports_1908	0.000000
2228	imports_1911	0.000000
2229	imports_1915	0.000000
2230	imports_1919	0.000000
2231	imports_1920	0.000000
2232	imports_1927	0.000000
2233	imports_1931	0.000000
2234	imports_1944	0.000000
2235	imports_1955	0.000000
2236	imports_1959	0.000000
2237	imports_1962	0.000000
2238	imports_1965	0.000000
2239	imports_1974	0.000000
2240	imports_1978	0.000000
2241	imports_1979	0.000000
2242	imports_1980	0.000000
2243	imports_1982	0.000000
2244	imports_1983	0.000000
2245	imports_1990	0.000000
2246	imports_1995	0.000000
2247	imports_2028	0.000000
2248	imports_2029	0.000000
2249	imports_2031	0.000000
2250	imports_2040	0.000000
2251	imports_2047	0.000000
2252	imports_2049	0.000000
2253	imports_2069	0.000000
2254	imports_2072	0.000000
2255	imports_2080	0.000000
2256	imports_2083	0.000000
2257	imports_2086	0.000000
2258	imports_2087	0.000000
2259	imports_2091	0.000000
2260	imports_2094	0.000000
2261	imports_2096	0.000000
2262	imports_2097	0.000000
2263	imports_2103	0.000000
2264	imports_2114	0.000000
2265	imports_2115	0.000000
2266	imports_2125	0.000000
2267	imports_2145	0.000000
2268	imports_2148	0.000000
2269	imports_2150	0.000000
2270	imports_2152	0.000000
2271	imports_2153	0.000000
2272	imports_2155	0.000000
2273	imports_2157	0.000000
2274	imports_2164	0.000000
2275	imports_2167	0.000000
2276	imports_2178	0.000000
2277	imports_2186	0.000000
2278	imports_2188	0.000000
2279	imports_2195	0.000000
2280	imports_2197	0.000000
2281	imports_2201	0.000000
2282	imports_2209	0.000000
2283	imports_2210	0.000000
2284	imports_2217	0.000000
2285	imports_2218	0.000000
2286	imports_2220	0.000000
2287	exports_2229	0.000000
2288	exports_2233	0.000000
2289	exports_2236	0.000000
2290	exports_2239	0.000000
2291	exports_2242	0.000000
2292	exports_2247	0.000000
2293	exports_2251	0.000000
2294	exports_2253	0.000000
2295	exports_2254	0.000000
2296	exports_2260	0.000000
2297	exports_2264	0.000000
2298	exports_2265	0.000000
2299	exports_2267	0.000000
2300	exports_2269	0.000000
2301	exports_2271	0.000000
2302	exports_2272	0.000000
2303	exports_2278	0.000000
2304	exports_2279	0.000000
2305	exports_2295	0.000000
2306	exports_2296	0.000000
2307	exports_2298	0.000000
2308	exports_2299	0.000000
2309	exports_2300	0.000000
2310	exports_2301	0.000000
2311	exports_2302	0.000000
2312	exports_2304	0.000000
2313	exports_2305	0.000000
2314	exports_2306	0.000000
2315	exports_2307	0.000000
2316	exports_2308	0.000000
2317	exports_2311	0.000000
2318	exports_2313	0.000000
2319	exports_2320	0.000000
2320	exports_2321	0.000000
2321	exports_2323	0.000000
2322	exports_2328	0.000000
2323	exports_2333	0.000000
2324	exports_2334	0.000000
2325	exports_2337	0.000000
2326	directories_2368	0.000000
